k,N,i,err logdet,err linsolve,niter,err trace noise,err trace l
0,1,86,0.0453685919507455,5.4402366842058754e-14,90,0.0382149097637668,0.2962308618725057
0,1,87,0.0515414409455063,5.4402366842058754e-14,90,0.055810398209997,0.0297102313079853
0,1,88,0.0251936879067614,5.4402366842058754e-14,90,0.0285991371380501,0.302004529418458
0,1,89,0.0141916635625311,5.4402366842058754e-14,90,0.0069680329016685,0.4976049673092856
0,1,90,0.0506344421564066,5.4402366842058754e-14,90,0.0519926571713289,0.186653343464365
0,1,91,0.078163709066348,5.4402366842058754e-14,90,0.0799759572514043,0.0811922158898231
0,1,92,0.0623780010940116,5.4402366842058754e-14,90,0.0490272054406709,0.3346898856529383
0,1,93,0.0578009298358153,5.4402366842058754e-14,90,0.052919292870424,0.2287487068073732
0,1,94,0.0263454403090984,5.4402366842058754e-14,90,0.0213039697311051,0.1364845256878424
0,1,95,0.0521068476510558,5.4402366842058754e-14,90,0.029840684668697,0.2540074406173334
0,1,96,0.000683352742552,5.4402366842058754e-14,90,0.0058934250344328,0.1963143391168474
0,1,97,0.0144963237077544,5.4339167385159605e-14,91,0.0243501405495041,0.1801045238412512
0,1,98,0.0027560878557299,5.4402366842058754e-14,90,0.0017900062877585,0.3704646448403128
0,1,99,0.0140270912952668,5.4402366842058754e-14,90,0.0254579259233985,0.2218247131965107
0,10,0,0.006581426545981,5.5142495464158144e-14,92,0.0070741028533132,0.1154332615447112
0,10,1,0.0166964372022559,5.5142495464158144e-14,92,0.0156634893669829,0.1233873980157473
0,10,2,0.0025433477062537,5.5142495464158144e-14,92,0.0021594678321134,0.0244241288776513
0,10,3,0.0024939979421394,5.5142495464158144e-14,92,0.0008809251528727,0.0380234511474628
0,10,4,0.0042091845592201,5.5077951883873484e-14,93,0.0082279209478795,0.0003137644470502
0,10,5,0.0106897732626773,5.5848422327413125e-14,90,0.0137983845271799,0.1016642132226087
0,10,6,0.003449219628761,5.5142495464158144e-14,92,0.0027182037439997,0.0114394144280109
0,10,7,0.0087199685544283,5.5142495464158144e-14,92,0.008591983412339,0.163823091607084
0,10,8,0.010240272150315,5.5142495464158144e-14,92,0.0105670570975549,0.095226047594134
0,10,9,0.0032356067028479,5.5077951883873484e-14,93,0.0011845060617045,0.02984394265303
0,10,10,0.0110862768492165,5.5142495464158144e-14,92,0.0149375502792571,0.0251309053377822
0,10,11,0.0164753334080064,5.5848422327413125e-14,90,0.0177624155911335,0.1968485168804479
0,10,12,0.017830874977666,5.5142495464158144e-14,92,0.0147750935906713,0.1648180528629152
0,10,13,0.0064514539445251,5.5142495464158144e-14,92,0.0005647104893721,0.1025239866511815
0,10,14,0.0015894434006467,5.5077951883873484e-14,93,0.0005022477830572,0.0483035534286299
0,10,15,8.909067683559528e-05,5.5142495464158144e-14,92,0.0019513500245665,0.1085801855769944
0,10,16,0.0200262908221208,5.5142495464158144e-14,92,0.0167422662405687,0.0651328896765736
0,10,17,0.0009868532328604,5.5142495464158144e-14,92,0.00067113891677,0.0314621932947137
0,10,18,0.0051373428619104,5.5142495464158144e-14,92,0.0038720455816616,0.1717063394005999
0,10,19,0.0067932834933684,5.5142495464158144e-14,92,0.0061635329964605,0.0650031426893706
0,10,20,0.0313001598184597,5.5142495464158144e-14,92,0.0303360667667493,0.0197640758691278
0,10,21,0.0072277290142002,5.5142495464158144e-14,92,0.0106897359113084,0.0111599330853611
0,10,22,0.0074880005690903,5.5142495464158144e-14,92,0.0129380180606107,0.272491051489919
0,10,23,0.0119508636498063,5.5142495464158144e-14,92,0.0139309913755973,0.1530835865475081
0,10,24,0.0069280530065853,5.5142495464158144e-14,92,0.0119143864356106,0.0115779470701054
0,10,25,0.0111881044795735,5.5077951883873484e-14,93,0.0065106233032371,0.1658390901245108
0,10,26,0.0118087373401566,5.5142495464158144e-14,92,0.0147800287185966,0.2127369503068416
0,10,27,0.0171190153299761,5.5142495464158144e-14,92,0.0171660228342357,0.2381134831839499
0,10,28,0.0073558186807617,5.5142495464158144e-14,92,0.0054841925126847,0.0388934295580879
0,10,29,0.0110275654583497,5.5142495464158144e-14,92,0.014642227573656,0.0802755175143504
0,10,30,0.0204650592306774,5.5848422327413125e-14,90,0.0198231758517123,0.2418229634463285
0,10,31,0.0004028931441601,5.5142495464158144e-14,92,0.0001341320647977,0.2603960765457427
0,10,32,0.0246608391001828,5.5142495464158144e-14,92,0.0236463506129118,0.0518168588396077
0,10,33,0.013091833598918,5.5142495464158144e-14,92,0.0126773718154051,0.0575717328203113
0,10,34,0.0063083365062012,5.5142495464158144e-14,92,0.002737373292432,0.0774689417109235
0,10,35,0.0112462552377824,5.5142495464158144e-14,92,0.0052013102712764,0.2013127443263189
0,10,36,0.0192101657012559,5.5142495464158144e-14,92,0.0200230529854493,0.2624020428873173
0,10,37,0.0050850767287091,5.5142495464158144e-14,92,0.000898893298412,0.3810937961350753
0,10,38,0.0221646489996203,5.5848422327413125e-14,90,0.0237726894251035,0.1365442519069792
0,10,39,0.0115363814252215,5.5142495464158144e-14,92,0.012081116904922,0.0128157449500008
0,10,40,0.0064303590608422,5.5142495464158144e-14,92,0.0088301167489091,0.2438832293197817
0,10,41,0.0306134198067824,5.5142495464158144e-14,92,0.0290121453613179,0.0897976728894896
0,10,42,0.0075243564789261,5.5142495464158144e-14,92,0.0042348022655296,0.1030640887396496
0,10,43,0.0112539448794517,5.5142495464158144e-14,92,0.012677238327572,0.1314094955170437
0,10,44,0.0086713212298333,5.5142495464158144e-14,92,0.004897449780726,0.0305580622542176
0,10,45,0.0018054025523381,5.5142495464158144e-14,92,0.0017043734546181,0.0703614410611567
0,10,46,0.0201006840269821,5.5848422327413125e-14,90,0.0155795296261972,0.2183369516733597
0,10,47,0.0080453114972074,5.5848422327413125e-14,90,0.0100266724264849,0.1121836649482614
0,10,48,0.0135623205077563,5.5142495464158144e-14,92,0.0127476020646313,0.120954926365819
0,10,49,0.0052789089585252,5.5142495464158144e-14,92,0.002695453349678,0.0313944979751303
0,10,50,0.0185423504217452,5.5142495464158144e-14,92,0.016337417312284,0.2698487686644546
0,10,51,0.0121193109400004,5.5142495464158144e-14,92,0.0057493557071751,0.1488356310698308
0,10,52,0.0328079814133836,5.5848422327413125e-14,90,0.0325733422800383,0.2374050878212558
0,10,53,0.0154109101589212,5.5142495464158144e-14,92,0.0144035441515079,0.0799813627894939
0,10,54,0.0241344084482591,5.5142495464158144e-14,92,0.0194976990855257,0.1199056031138308
0,10,55,0.0194043932209537,5.5142495464158144e-14,92,0.014464934403369,0.0853129473485159
0,10,56,3.075027905355734e-05,5.5142495464158144e-14,92,0.0006608399284052,0.1974335877202077
0,10,57,0.0048297937897074,5.5142495464158144e-14,92,0.0023913230208961,0.2210355533868065
0,10,58,0.0143773629634976,5.5142495464158144e-14,92,0.0147692890194234,0.133717356472108
0,10,59,0.0246167346356016,5.5142495464158144e-14,92,0.0253007402349042,0.0486398844631155
0,10,60,0.0312688512697463,5.5142495464158144e-14,92,0.0241360264289441,0.0233481098376039
0,10,61,0.0286176555340927,5.5848422327413125e-14,90,0.0252067141874179,0.0600571240153197
0,10,62,0.0041290532013694,5.5848422327413125e-14,90,0.0026338562432858,0.1624897043821102
0,10,63,0.0087356456292049,5.5848422327413125e-14,90,0.00942614927852,0.0334552108313085
0,10,64,0.0175879256453902,5.5848422327413125e-14,90,0.0176082397425978,0.0918066421444257
0,10,65,0.0049099821848327,5.5142495464158144e-14,92,0.005093234760789,0.0696888893728897
0,10,66,0.0064182464463974,5.5142495464158144e-14,92,0.0072647467823628,0.0190210568984138
0,10,67,0.0021709249358575,5.5142495464158144e-14,92,0.0012473490285748,0.0959771999229415
0,10,68,0.0022961932096424,5.5142495464158144e-14,92,0.0049326847331822,0.0823212127902309
0,10,69,0.008545300114931,5.5142495464158144e-14,92,0.0093049183666683,0.18416720763976
0,10,70,0.0086133407608817,5.5142495464158144e-14,92,0.0116984239529102,0.1464846700659599
0,10,71,0.0179430901288683,5.5848422327413125e-14,90,0.0162390163489351,0.1689670132653958
0,10,72,0.0116884163151311,5.5142495464158144e-14,92,0.0153754567865837,0.1284435624200776
0,10,73,0.0053753944211312,5.5142495464158144e-14,92,0.0044416037116892,0.0657567196677354
0,10,74,0.0070416722338972,5.5077951883873484e-14,93,0.0010118881580729,0.2659943422819447
0,10,75,0.0149470207290208,5.5142495464158144e-14,92,0.0157809909787131,0.0539591971279959
0,10,76,0.0011334209396636,5.5142495464158144e-14,92,0.007082591969605,0.0015595991764967
0,10,77,0.0171962475726673,5.5142495464158144e-14,92,0.0173523791200681,0.0708672269809791
0,10,78,0.0032312724602467,5.5848422327413125e-14,90,0.0018647070967109,0.0713914031560674
0,10,79,0.0076798619975253,5.5142495464158144e-14,92,0.0098871406995594,0.0527611697773115
0,10,80,0.016087290473016,5.5142495464158144e-14,92,0.0142802693805888,0.0305264172252761
0,10,81,0.021555027127953,5.5142495464158144e-14,92,0.0193129115443687,0.3414776891615732
0,10,82,0.0160143753033555,5.5142495464158144e-14,92,0.0158631957909087,0.1056932072422254
0,10,83,0.0022188383059261,5.5142495464158144e-14,92,0.0032795983254378,0.2123557986275359
0,10,84,0.0097975723358889,5.5848422327413125e-14,90,0.0107178597714181,0.0703880094090106
0,10,85,0.0261042431579465,5.5142495464158144e-14,92,0.0219119369127084,0.0612873895483047
0,10,86,0.0032795066694869,5.5142495464158144e-14,92,0.0004973739836693,0.0473220929472317
0,10,87,0.0006746548581749,5.5142495464158144e-14,92,0.0016383325874688,0.0812346302981691
0,10,88,0.0117124937117687,5.5142495464158144e-14,92,0.0129858897872641,0.0459901389617137
0,10,89,0.0133790409339853,5.5848422327413125e-14,90,0.0108907443357396,0.1173789465649541
0,10,90,0.011052039510119,5.5142495464158144e-14,92,0.0084707595895329,0.2422731615731403
0,10,91,0.0128525669639952,5.5142495464158144e-14,92,0.0108140368148889,0.0497137786201128
0,10,92,0.0146782554607377,5.5848422327413125e-14,90,0.0148834389645895,0.2369503689240253
0,10,93,0.0048406076165699,5.5142495464158144e-14,92,0.0099534045669388,0.0276515596749511
0,10,94,0.0002991561989471,5.5077951883873484e-14,93,0.0023467857926058,0.2491137839586209
0,10,95,0.0074257738337754,5.5142495464158144e-14,92,0.0034525227737384,0.1775332734733431
0,10,96,0.0044399994033347,5.5142495464158144e-14,92,0.0076495690254509,0.1481518307803899
0,10,97,0.0038947803726326,5.5142495464158144e-14,92,0.0048988984556931,0.0581279630977589
0,10,98,0.0158610644283278,5.5077951883873484e-14,93,0.0178874086235605,0.1344599126139785
0,10,99,0.0135767047378659,5.5142495464158144e-14,92,0.0138787412251259,0.111082641264804
0,100,0,0.0022046254493885,5.577430657484013e-14,92,0.0020363449070963,0.0015704261984155
0,100,1,0.0060105196859779,5.577430657484013e-14,92,0.005331752201143,0.0117747857306994
0,100,2,0.003960129031489,5.577430657484013e-14,92,0.0041904128822994,0.0581847015135335
0,100,3,0.010764283632786,5.577430657484013e-14,92,0.0100847107307012,0.0099995959026021
0,100,4,0.0018670938127039,5.577430657484013e-14,92,0.0020592518994692,0.034714241860343
0,100,5,0.0015084975342672,5.577430657484013e-14,92,0.002019170070406,0.0118361355509124
0,100,6,0.0026059393015843,5.577430657484013e-14,92,0.0034654988727415,0.0032270226054324
0,100,7,0.0103963451354994,5.577430657484013e-14,92,0.0103372278849256,0.0120944845934703
0,100,8,0.0058435774145386,5.577430657484013e-14,92,0.0050799289478162,0.0360946618754566
0,100,9,0.0073934661656746,5.577430657484013e-14,92,0.006381509103645,0.0328758916117529
0,100,10,0.0077337154414648,5.56997324743406e-14,93,0.0065159297226233,0.0416119454300557
0,100,11,0.0046098078996167,5.577430657484013e-14,92,0.0034871310048105,0.1116598107656415
0,100,12,0.0064188688869076,5.577430657484013e-14,92,0.0061253616939202,0.0151277973005607
0,100,13,0.0069619031456329,5.577430657484013e-14,92,0.0070425363189379,0.027394301992111
0,100,14,4.837717494040812e-05,5.56997324743406e-14,93,0.0010060433013259,0.0846248546637386
0,100,15,0.0004726712845635,5.577430657484013e-14,92,0.0020609481663827,0.083673085571186
0,100,16,0.006553902443791,5.56997324743406e-14,93,0.0057652366696901,0.0215373987781075
0,100,17,0.0027427581021034,5.577430657484013e-14,92,0.0017819763678798,0.0342030617627003
0,100,18,0.0077604018153836,5.56997324743406e-14,93,0.0072610914456727,0.0185117857891608
0,100,19,0.007072992144158,5.577430657484013e-14,92,0.0075274386769534,0.0525665348941944
0,100,20,3.869842073952784e-05,5.56997324743406e-14,93,0.0005084791987576,0.0717897940586462
0,100,21,0.0089581252612997,5.56997324743406e-14,93,0.0094742286857698,0.0087283992502009
0,100,22,0.0051045387000484,5.56997324743406e-14,93,0.0066357443855146,0.0682471188534922
0,100,23,0.0001382618888289,5.577430657484013e-14,92,0.0001022701297896,0.0939701700551294
0,100,24,0.0032745465664019,5.577430657484013e-14,92,0.0034451709488469,0.0027169856688347
0,100,25,0.0004232471847661,5.577430657484013e-14,92,0.0014358933339821,0.0126731726589795
0,100,26,0.0018506246963585,5.577430657484013e-14,92,0.0032026868040087,0.0252914286654567
0,100,27,0.0056757359428506,5.577430657484013e-14,92,0.0050631275784658,0.0211149459259823
0,100,28,0.0028387056618446,5.56997324743406e-14,93,0.002967300030102,0.0103304751439722
0,100,29,0.0023010639745785,5.577430657484013e-14,92,0.0034713051219182,0.0372615071434265
0,100,30,0.0028085362900184,5.577430657484013e-14,92,0.0026942313702432,0.0234334546688874
0,100,31,0.0093103111106356,5.5699734782288276e-14,94,0.0094564877681092,0.008543766969789
0,100,32,0.0002128402555546,5.56997324743406e-14,93,0.0007667200380337,0.0122815420160438
0,100,33,0.0013624567097569,5.56997324743406e-14,93,0.0003984284723608,0.0237464778251784
0,100,34,0.0017525827172197,5.577430657484013e-14,92,0.0015898919262819,0.0208816709849931
0,100,35,0.0070188192189098,5.56997324743406e-14,93,0.0051626799390837,0.0978379489270277
0,100,36,0.0004584105453618,5.577430657484013e-14,92,0.0003716203356245,0.0396576737048816
0,100,37,0.0003126139402898,5.577430657484013e-14,92,0.0002796615635935,0.0060088368000662
0,100,38,0.0046279728962575,5.577430657484013e-14,92,0.005539252124241,0.0206465332532921
0,100,39,0.0003235338392412,5.56997324743406e-14,93,0.0006937300624036,0.0155962508125065
0,100,40,0.0052812056635874,5.577430657484013e-14,92,0.0049656150426557,0.0134502970503749
0,100,41,0.0076504107468468,5.577430657484013e-14,92,0.0078526420351176,0.0042563458526631
0,100,42,0.0033718609194733,5.577430657484013e-14,92,0.002965521542981,0.1011234880802109
0,100,43,0.0009563550824819,5.577430657484013e-14,92,0.0005890241198587,0.0637446774773749
0,100,44,0.0054396329700236,5.577430657484013e-14,92,0.0059524889769613,0.0504229159478963
0,100,45,0.0043738173653733,5.577430657484013e-14,92,0.0042416301183609,0.0308730305492402
0,100,46,0.0041628447232183,5.577430657484013e-14,92,0.0036486054165678,0.0536898976909443
0,100,47,0.0040519712934063,5.577430657484013e-14,92,0.0043552901668483,0.0020226030462438
0,100,48,0.0034510033802511,5.56997324743406e-14,93,0.002740481239838,0.0088136943860219
0,100,49,0.0035507821294627,5.56997324743406e-14,93,0.0031634029473249,0.0706330825151367
0,100,50,2.9576026526844943e-05,5.577430657484013e-14,92,0.0006461895922147,0.0257506269232763
0,100,51,0.0045052012260181,5.56997324743406e-14,93,0.0033094962285211,0.0505468680022968
0,100,52,0.0076578332376165,5.56997324743406e-14,93,0.0075777060482527,0.0475092717595536
0,100,53,0.0047982004371343,5.577430657484013e-14,92,0.0039299802673066,0.0302109637246498
0,100,54,0.0076922368448831,5.56997324743406e-14,93,0.0071935023786524,0.0263190880186517
0,100,55,0.0077716268639715,5.56997324743406e-14,93,0.0074860727906856,0.0146949007335118
0,100,56,0.0071368776242407,5.56997324743406e-14,93,0.0072229010599715,0.0240289969609239
0,100,57,0.0042502858820372,5.56997324743406e-14,93,0.0041431168417331,0.0184279757215006
0,100,58,0.007714375675372,5.56997324743406e-14,93,0.0076697985795675,0.0089160368315562
0,100,59,2.519907172309177e-05,5.56997324743406e-14,93,0.0004863813317897,0.0441143737012471
0,100,60,0.0050013782302499,5.56997324743406e-14,93,0.0067528622567242,0.0034638148848615
0,100,61,0.0005983904737169,5.577430657484013e-14,92,0.0002908381968614,0.0308102616631647
0,100,62,0.0054117608904388,5.577430657484013e-14,92,0.0057874553640284,0.0882136845721408
0,100,63,0.0011452020107245,5.577430657484013e-14,92,0.0019804927039232,0.0300330796414388
0,100,64,0.0007865412042939,5.577430657484013e-14,92,0.0009470367215264,0.0463865143577878
0,100,65,0.009106570658479,5.56997324743406e-14,93,0.0068348980736107,0.0500270442486393
0,100,66,0.00602534842861,5.5699734782288276e-14,94,0.0064420242681439,0.0153970653419898
0,100,67,0.0019462308003506,5.577430657484013e-14,92,0.0003308821717264,0.0469896866084619
0,100,68,0.0005538633669352,5.56997324743406e-14,93,0.0003707470938564,0.0148741144723263
0,100,69,0.0021333468569516,5.56997324743406e-14,93,0.0003168591778543,0.0808262214473535
0,100,70,0.0120714881610846,5.577430657484013e-14,92,0.0116042281168775,0.0038785260723498
0,100,71,0.0028968515119078,5.56997324743406e-14,93,0.0044733149506083,0.056563923858808
0,100,72,0.0043177192827423,5.577430657484013e-14,92,0.00509226165547,0.0250483992117955
0,100,73,0.0016208654077359,5.577430657484013e-14,92,0.0006202054374774,0.0861630770260334
0,100,74,0.0026243568840596,5.577430657484013e-14,92,0.002805045061159,0.0292766477173458
0,100,75,0.0040533151433535,5.577430657484013e-14,92,0.0034408244442056,0.0529657286564328
0,100,76,0.006403065491784,5.577430657484013e-14,92,0.0049027232478842,0.0303922298153186
0,100,77,0.0041117448684795,5.577430657484013e-14,92,0.0033307899865218,0.0043015311180189
0,100,78,0.0041333855653728,5.577430657484013e-14,92,0.0057679600901133,0.0674689428864659
0,100,79,0.0042881436055598,5.577430657484013e-14,92,0.0023185812970524,0.0530538346010085
0,100,80,0.0016989862096429,5.56997324743406e-14,93,0.0006159011255587,0.0809463748864322
0,100,81,0.0040423423399016,5.577430657484013e-14,92,0.004725086276252,0.0263003808814789
0,100,82,0.0005099540488672,5.577430657484013e-14,92,0.0011041562656561,0.0460254745322281
0,100,83,0.0024546552536461,5.56997324743406e-14,93,0.0035529821521096,0.0535249842130537
0,100,84,0.0122231878859691,5.577430657484013e-14,92,0.0130105425042054,0.0012526300831052
0,100,85,0.002970752261927,5.577430657484013e-14,92,0.0036017262619926,0.0305577492358672
0,100,86,0.0108675844914063,5.56997324743406e-14,93,0.0093743575552979,0.0302036247036755
0,100,87,0.0020711025178691,5.577430657484013e-14,92,0.0027498707084207,0.0082982671694221
0,100,88,0.0022505254976385,5.577430657484013e-14,92,0.0023697557965803,0.077608771564825
0,100,89,0.0003172886994152,5.577430657484013e-14,92,0.0011120183097636,0.0499687172499369
0,100,90,0.0086416684724738,5.577430657484013e-14,92,0.007367292179485,0.0227351590723274
0,100,91,0.0057366769255705,5.56997324743406e-14,93,0.0059442153453015,0.0030493782072254
0,100,92,0.0004636727853679,5.56997324743406e-14,93,0.0003923460830966,0.0443942287647415
0,100,93,0.0067738283567557,5.577430657484013e-14,92,0.0059244970316743,0.1234031191861262
0,100,94,0.0032674335740616,5.577430657484013e-14,92,0.0023465665406148,0.0550007891931913
0,100,95,0.0011500054632686,5.577430657484013e-14,92,0.0012897812398652,0.0375891063295579
0,100,96,0.0039870616303693,5.5699734782288276e-14,94,0.0048520370263871,0.0004945818342154
0,100,97,0.00151758375547,5.577430657484013e-14,92,0.0011919773511599,0.0255704300423818
0,100,98,0.0035536992344512,5.56997324743406e-14,93,0.004007308652559,0.0424650651616062
