,kernel,data,d,r,k,gamma,eig_A11,cond,max_rank,rank,kernel_eigs,kernel_params,pivchol_trace,sigma2,time_kernel,time_pivchol,prod
303,Matern,normal,2,4,241,232.55388115144692,0.004083895852554255,47.71150969539495,300,300,1.2022932752229951,"(0.1, 2.5)",511.39634039726076,0.1,0.18645648799429182,8.587543194997124,279.59796743539226
304,Matern,normal,2,4,251,240.580818550938,0.003906603108808092,43.63824057319833,300,300,1.142733717809871,"(0.1, 2.5)",490.1387217311444,0.1,0.18645648799429182,8.587543194997124,274.9198132164554
305,Matern,normal,2,4,261,248.50110654831423,0.0037412619197092784,43.638230190274435,300,300,1.1134549931585407,"(0.1, 2.5)",469.70066395702855,0.1,0.18645648799429182,8.587543194997124,276.694797891643
306,Matern,normal,2,4,271,256.2447791333867,0.003585602560984737,41.81652117161891,300,300,1.0730186155968955,"(0.1, 2.5)",450.0187998225707,0.1,0.18645648799429182,8.587543194997124,274.95541815963884
307,Matern,normal,2,4,281,265.29477196170603,0.0034398833969186103,41.11744411456409,300,300,1.040941173326097,"(0.1, 2.5)",435.69701154725124,0.1,0.18645648799429182,8.587543194997124,276.1562512030976
308,Matern,normal,2,4,291,272.75543058613044,0.0033032901633835185,41.04858663768852,300,300,1.0085192779646703,"(0.1, 2.5)",416.50506127084236,0.1,0.18645648799429182,8.587543194997124,275.07910991566706
309,Matern,normal,2,4,299,278.58302075312406,0.0031995345244229525,41.045641427475125,300,300,1.0000007983143453,"(0.1, 2.5)",403.4207094941104,0.1,0.18645648799429182,8.587543194997124,278.5832431499459
310,Matern,normal,3,0,1,1.0,1.0,31.89871346198433,300,300,2.6104770259731875,"(0.1, 2.5)",997.587716540975,0.1,0.1821039250062313,8.37536590801028,2.6104770259731875
311,Matern,normal,3,0,11,11.0,0.09090909090909091,31.898710604702554,300,300,2.129630961792248,"(0.1, 2.5)",986.8707798515168,0.1,0.1821039250062313,8.37536590801028,23.42594057971473
312,Matern,normal,3,0,21,21.0,0.047619047619047616,31.89871060470223,300,300,1.9184316025674488,"(0.1, 2.5)",975.6900883639121,0.1,0.1821039250062313,8.37536590801028,40.28706365391643
313,Matern,normal,3,0,31,30.999999999999996,0.03225806451612904,31.89871060470235,300,300,1.7901678756897732,"(0.1, 2.5)",965.6403162788538,0.1,0.1821039250062313,8.37536590801028,55.49520414638296
314,Matern,normal,3,0,41,41.0,0.024390243902439025,31.89871060453451,300,300,1.7005709388834882,"(0.1, 2.5)",955.2461772912263,0.1,0.1821039250062313,8.37536590801028,69.72340849422302
315,Matern,normal,3,0,51,51.00000000000001,0.019607843137254898,31.89871060453461,300,300,1.6543212482503882,"(0.1, 2.5)",945.1303099721015,0.1,0.1821039250062313,8.37536590801028,84.3703836607698
316,Matern,normal,3,0,61,60.9999999999999,0.01639344262295082,31.898710604534177,300,300,1.581549211029458,"(0.1, 2.5)",934.6756264163128,0.1,0.1821039250062313,8.37536590801028,96.47450187279678
317,Matern,normal,3,0,71,70.99999999999957,0.014084507042253513,31.898710604532386,300,300,1.5204755397644263,"(0.1, 2.5)",924.5052093891017,0.1,0.1821039250062313,8.37536590801028,107.95376332327362
318,Matern,normal,3,0,81,80.99999999999643,0.012345679012345621,31.89787371293121,300,300,1.4639086062626152,"(0.1, 2.5)",914.3928291532467,0.1,0.1821039250062313,8.37536590801028,118.57659710726661
319,Matern,normal,3,0,91,90.99999999998792,0.010989010989010761,31.897873712931293,300,300,1.3976178883702406,"(0.1, 2.5)",904.0018783770017,0.1,0.1821039250062313,8.37536590801028,127.183227841675
320,Matern,normal,3,0,101,100.99999999989336,0.009900990099008985,31.89787371293086,300,300,1.3651113992005426,"(0.1, 2.5)",893.0920260523922,0.1,0.1821039250062313,8.37536590801028,137.87625131910923
321,Matern,normal,3,0,111,110.99999999966376,0.009009009009004535,31.897870480857353,300,300,1.3230913098630714,"(0.1, 2.5)",881.8861907502247,0.1,0.1821039250062313,8.37536590801028,146.86313539435605
322,Matern,normal,3,0,121,120.9999999969505,0.008264462809898957,31.897870480857097,300,300,1.2912943100294794,"(0.1, 2.5)",871.8029684117088,0.1,0.1821039250062313,8.37536590801028,156.24661150962922
323,Matern,normal,3,0,131,130.99999998774638,0.007633587786191393,31.897870480857353,300,300,1.2604973522147271,"(0.1, 2.5)",861.7209976636447,0.1,0.1821039250062313,8.37536590801028,165.1251531246836
324,Matern,normal,3,0,141,140.99999996177544,0.007092198581333799,31.897870476801117,300,300,1.2387904849558529,"(0.1, 2.5)",851.4377964599482,0.1,0.1821039250062313,8.37536590801028,174.66945833142304
325,Matern,normal,3,0,151,150.9999999014974,0.006622516555651042,31.897870469223246,300,300,1.2025720893264071,"(0.1, 2.5)",841.3363209210087,0.1,0.1821039250062313,8.37536590801028,181.588385369831
326,Matern,normal,3,0,161,160.99999958668315,0.006211180122710344,31.897870366896242,300,300,1.1895879967619547,"(0.1, 2.5)",830.4602064652072,0.1,0.1821039250062313,8.37536590801028,191.52366698699794
327,Matern,normal,3,0,171,170.99999923695947,0.005847953212689467,31.804776217827243,300,300,1.171444281442416,"(0.1, 2.5)",819.9308917820463,0.1,0.1821039250062313,8.37536590801028,200.31697123279366
328,Matern,normal,3,0,181,180.9999971794358,0.0055248618692719485,31.804776212173067,300,300,1.1577354570069276,"(0.1, 2.5)",809.6624291394453,0.1,0.1821039250062313,8.37536590801028,209.55011445278672
329,Matern,normal,3,0,191,190.99999465351925,0.005235602074027126,31.804776209638646,300,300,1.145493116284396,"(0.1, 2.5)",799.2336636878215,0.1,0.1821039250062313,8.37536590801028,218.78917908596273
330,Matern,normal,3,0,201,200.99998849165794,0.004975124336459941,31.80441082961429,300,300,1.1296219613560625,"(0.1, 2.5)",788.2946604501062,0.1,0.1821039250062313,8.37536590801028,227.05400123249265
331,Matern,normal,3,0,211,210.99998111427342,0.0047393364198985415,31.804410403810024,300,300,1.110084568944234,"(0.1, 2.5)",777.8005424732753,0.1,0.1821039250062313,8.37536590801028,234.22782308247974
332,Matern,normal,3,0,221,220.99996778166596,0.004524886759865678,31.804410403809783,300,300,1.0996727718275263,"(0.1, 2.5)",767.629858078093,0.1,0.1821039250062313,8.37536590801028,243.02764714425862
333,Matern,normal,3,0,231,230.9999273834291,0.004329004127860156,31.804410403613197,300,300,1.0911451351723123,"(0.1, 2.5)",757.3467398954267,0.1,0.1821039250062313,8.37536590801028,252.05444698958607
334,Matern,normal,3,0,241,240.99989897646304,0.004149377265652198,31.804407916219088,300,300,1.0805603319345138,"(0.1, 2.5)",747.2857587151583,0.1,0.1821039250062313,8.37536590801028,260.4149308341912
335,Matern,normal,3,0,251,250.9997739679077,0.003984063212921685,31.771967503463436,300,300,1.0623026870777563,"(0.1, 2.5)",736.3361055741784,0.1,0.1821039250062313,8.37536590801028,266.6377343420178
336,Matern,normal,3,0,261,260.99970433748126,0.0038314167967119757,31.771967502421933,300,300,1.0512549414505026,"(0.1, 2.5)",725.6598554977215,0.1,0.1821039250062313,8.37536590801028,274.37722890189735
337,Matern,normal,3,0,271,270.9994929311238,0.0036900356466873577,31.771967502422243,300,300,1.0427797146085893,"(0.1, 2.5)",714.8292223070334,0.1,0.1821039250062313,8.37536590801028,282.5927738977897
338,Matern,normal,3,0,281,280.9991240462691,0.0035587170638058155,31.771967502421848,300,300,1.0372241149420576,"(0.1, 2.5)",704.7555598770552,0.1,0.1821039250062313,8.37536590801028,291.45906773838493
339,Matern,normal,3,0,291,290.99900135126614,0.00343642353993486,31.771465250302303,300,300,1.0296603694298627,"(0.1, 2.5)",694.1046200407748,0.1,0.1821039250062313,8.37536590801028,299.6301392350658
340,Matern,normal,3,0,299,298.99848428852846,0.0033444782908379493,31.77146525030218,300,300,1.0266733142752213,"(0.1, 2.5)",685.7163397030629,0.1,0.1821039250062313,8.37536590801028,306.9737648277712
341,Matern,normal,3,1,1,1.0,1.0,27.08388589931528,300,300,2.4514122392257964,"(0.1, 2.5)",997.9993190686188,0.1,0.18435011399560608,8.243580933994963,2.4514122392257964
342,Matern,normal,3,1,11,11.0,0.09090909090909091,27.083885772957167,300,300,2.1428467599268624,"(0.1, 2.5)",987.2053014278761,0.1,0.18435011399560608,8.243580933994963,23.571314359195487
343,Matern,normal,3,1,21,21.0,0.047619047619047616,27.072523450291886,300,300,1.9206735650521398,"(0.1, 2.5)",976.9584372773426,0.1,0.18435011399560608,8.243580933994963,40.33414486609494
344,Matern,normal,3,1,31,30.999999999999996,0.03225806451612904,27.0725234502893,300,300,1.7936864734241067,"(0.1, 2.5)",966.1450678898764,0.1,0.18435011399560608,8.243580933994963,55.604280676147305
345,Matern,normal,3,1,41,41.0,0.024390243902439025,27.072523450289783,300,300,1.6997337077062495,"(0.1, 2.5)",955.6863547069981,0.1,0.18435011399560608,8.243580933994963,69.68908201595623
346,Matern,normal,3,1,51,51.00000000000001,0.019607843137254898,27.072523450289676,300,300,1.6332200690060217,"(0.1, 2.5)",945.6845037397039,0.1,0.18435011399560608,8.243580933994963,83.29422351930712
347,Matern,normal,3,1,61,60.99999999999998,0.01639344262295082,27.072522060983328,300,300,1.5448217548186125,"(0.1, 2.5)",935.6820683543605,0.1,0.18435011399560608,8.243580933994963,94.23412704393533
348,Matern,normal,3,1,71,70.99999999999967,0.014084507042253513,27.072497287814116,300,300,1.4783587828613152,"(0.1, 2.5)",925.6368877863606,0.1,0.18435011399560608,8.243580933994963,104.96347358315289
349,Matern,normal,3,1,81,80.99999999999818,0.01234567901234563,27.072497287811043,300,300,1.4390061373065508,"(0.1, 2.5)",915.4174762256592,0.1,0.18435011399560608,8.243580933994963,116.559497121828
350,Matern,normal,3,1,91,90.9999999999941,0.01098901098901083,27.07249699647488,300,300,1.4115311421883494,"(0.1, 2.5)",904.5016882395657,0.1,0.18435011399560608,8.243580933994963,128.44933393913146
351,Matern,normal,3,1,101,100.9999999999469,0.009900990099009237,27.07150586832466,300,300,1.3607013031775965,"(0.1, 2.5)",893.9249600933224,0.1,0.18435011399560608,8.243580933994963,137.43083162086498
352,Matern,normal,3,1,111,110.99999999900305,0.009009009009005775,27.07150586832013,300,300,1.3291156144275496,"(0.1, 2.5)",883.6730813409358,0.1,0.18435011399560608,8.243580933994963,147.53183320013295
353,Matern,normal,3,1,121,120.9999999975781,0.008264462809891024,27.07150228725873,300,300,1.3081641820985896,"(0.1, 2.5)",872.8433723619673,0.1,0.18435011399560608,8.243580933994963,158.2878660307611
354,Matern,normal,3,1,131,130.9999999910541,0.007633587786184817,27.07146256355697,300,300,1.280782579555852,"(0.1, 2.5)",862.5797657684408,0.1,0.18435011399560608,8.243580933994963,167.78251791035888
355,Matern,normal,3,1,141,140.99999998137332,0.007092198581395732,27.007266676801976,300,300,1.2552525886376145,"(0.1, 2.5)",852.1922778339708,0.1,0.18435011399560608,8.243580933994963,176.99061497452246
356,Matern,normal,3,1,151,150.99999993562258,0.006622516555894748,27.007266676741754,300,300,1.2297571417121114,"(0.1, 2.5)",842.0081404932537,0.1,0.18435011399560608,8.243580933994963,185.69332831936023
357,Matern,normal,3,1,161,160.99999984668193,0.006211180123318186,27.007266676453106,300,300,1.1908891491893974,"(0.1, 2.5)",830.8222874347985,0.1,0.18435011399560608,8.243580933994963,191.73315283690815
358,Matern,normal,3,1,171,170.99999955412198,0.005847953214333497,27.00704041061888,300,300,1.1759946333119984,"(0.1, 2.5)",819.9260057527005,0.1,0.18435011399560608,8.243580933994963,201.09508177200158
359,Matern,normal,3,1,181,180.99999877926086,0.005524861873414445,27.0070396265637,300,300,1.1525509353211336,"(0.1, 2.5)",809.4390408170475,0.1,0.18435011399560608,8.243580933994963,208.61171788616116
360,Matern,normal,3,1,191,190.99999642794683,0.005235602083441274,27.007039487504642,300,300,1.140971473704079,"(0.1, 2.5)",798.6864029324678,0.1,0.18435011399560608,8.243580933994963,217.92554740186833
361,Matern,normal,3,1,201,200.9999941894705,0.004975124355576124,27.007039338383926,300,300,1.1236672465693325,"(0.1, 2.5)",788.3810792006543,0.1,0.18435011399560608,8.243580933994963,225.85711003133414
362,Matern,normal,3,1,211,210.9999810976894,0.004739336441718623,27.007031152348336,300,300,1.104812082967683,"(0.1, 2.5)",777.7540267672152,0.1,0.18435011399560608,8.243580933994963,233.11532862268
363,Matern,normal,3,1,221,220.9999691832341,0.004524886778497385,27.007031108197065,300,300,1.095701859715509,"(0.1, 2.5)",766.9552004277532,0.1,0.18435011399560608,8.243580933994963,242.1500772311398
364,Matern,normal,3,1,231,230.99995124423796,0.00432900416549846,27.007031108197122,300,300,1.0765682309218843,"(0.1, 2.5)",756.8643782714538,0.1,0.18435011399560608,8.243580933994963,248.68720885405077
365,Matern,normal,3,1,241,240.99992448639688,0.0041493773397331445,26.75262795430033,300,300,1.0671505874130085,"(0.1, 2.5)",746.2913899762899,0.1,0.18435011399560608,8.243580933994963,257.1832109821491
366,Matern,normal,3,1,251,250.99989493984108,0.0039840633738119835,26.743969453735346,300,300,1.0578868479414674,"(0.1, 2.5)",734.7812207236683,0.1,0.18435011399560608,8.243580933994963,265.52948769154796
367,Matern,normal,3,1,261,260.9998040898545,0.0038314170790054447,26.743969453733364,300,300,1.0469802422951395,"(0.1, 2.5)",724.3908843203671,0.1,0.18435011399560608,8.243580933994963,273.2616381249798
368,Matern,normal,3,1,271,270.99976589154966,0.0036900361250403087,26.74396874913602,300,300,1.0400812167134832,"(0.1, 2.5)",713.1368571411829,0.1,0.18435011399560608,8.243580933994963,281.86176623755205
369,Matern,normal,3,1,281,280.9996586081698,0.0035587178388614095,26.743968749135096,300,300,1.0328899935056641,"(0.1, 2.5)",702.9106944478904,0.1,0.18435011399560608,8.243580933994963,290.24173555488636
370,Matern,normal,3,1,291,290.99941420243454,0.0034364247013323164,26.743968710945847,300,300,1.0281620415090709,"(0.1, 2.5)",692.6137249359862,0.1,0.18435011399560608,8.243580933994963,299.19455178431883
371,Matern,normal,3,1,299,298.9990587238522,0.003344479757821143,26.743923883039095,300,300,1.024080029083904,"(0.1, 2.5)",684.404784113116,0.1,0.18435011399560608,8.243580933994963,306.1989647539825
372,Matern,normal,3,2,1,1.0,1.0,30.107649084721093,300,300,2.7092927221834504,"(0.1, 2.5)",997.703343135728,0.1,0.24084703200787771,8.242099428010988,2.7092927221834504
373,Matern,normal,3,2,11,11.0,0.09090909090909091,30.107445690893645,300,300,2.0619549752763975,"(0.1, 2.5)",986.8411170661883,0.1,0.24084703200787771,8.242099428010988,22.681504728040373
374,Matern,normal,3,2,21,21.0,0.047619047619047616,30.10744569070445,300,300,1.922548277086412,"(0.1, 2.5)",976.8202428583893,0.1,0.24084703200787771,8.242099428010988,40.37351381881465
375,Matern,normal,3,2,31,30.999999999999996,0.03225806451612904,30.107445690704587,300,300,1.8342681587575689,"(0.1, 2.5)",966.6902924888931,0.1,0.24084703200787771,8.242099428010988,56.86231292148463
376,Matern,normal,3,2,41,41.0,0.024390243902439025,30.1074456906789,300,300,1.723122817019893,"(0.1, 2.5)",956.4866501999591,0.1,0.24084703200787771,8.242099428010988,70.64803549781561
377,Matern,normal,3,2,51,51.00000000000001,0.019607843137254898,30.10744569067885,300,300,1.6317839605319415,"(0.1, 2.5)",946.4058893030385,0.1,0.24084703200787771,8.242099428010988,83.22098198712904
378,Matern,normal,3,2,61,60.999999999999886,0.01639344262295082,30.107445690679178,300,300,1.5550249702691479,"(0.1, 2.5)",936.3834965298981,0.1,0.24084703200787771,8.242099428010988,94.85652318641785
379,Matern,normal,3,2,71,70.99999999999733,0.014084507042253485,30.107445555548505,300,300,1.487907953767268,"(0.1, 2.5)",926.2120578331555,0.1,0.24084703200787771,8.242099428010988,105.64146471747205
380,Matern,normal,3,2,81,80.99999999998415,0.012345679012345337,30.107445555236694,300,300,1.4342968773248959,"(0.1, 2.5)",916.161356880733,0.1,0.24084703200787771,8.242099428010988,116.17804706329383
381,Matern,normal,3,2,91,90.99999999996434,0.010989010989009987,30.107445395793995,300,300,1.3841367156653652,"(0.1, 2.5)",906.0947736181744,0.1,0.24084703200787771,8.242099428010988,125.95644112549888
382,Matern,normal,3,2,101,100.99999999971728,0.009900990099006472,30.107445395793334,300,300,1.3535575454539353,"(0.1, 2.5)",895.9365719243199,0.1,0.24084703200787771,8.242099428010988,136.70931209046478
383,Matern,normal,3,2,111,110.99999999890146,0.00900900900899371,30.106628512193296,300,300,1.3039198298720505,"(0.1, 2.5)",885.9050666608875,0.1,0.24084703200787771,8.242099428010988,144.7351011143652
384,Matern,normal,3,2,121,120.99999998878249,0.008264462809848567,30.106628409311117,300,300,1.2781512687019525,"(0.1, 2.5)",875.5617402316603,0.1,0.24084703200787771,8.242099428010988,154.6563034985986
385,Matern,normal,3,2,131,130.99999996202894,0.007633587785976767,30.106628404403576,300,300,1.266972456096699,"(0.1, 2.5)",865.3005610057378,0.1,0.24084703200787771,8.242099428010988,165.9733917005593
386,Matern,normal,3,2,141,140.99999984411076,0.007092198580696838,30.106628365241185,300,300,1.237250749724044,"(0.1, 2.5)",855.1552844317621,0.1,0.24084703200787771,8.242099428010988,174.4523555182161
387,Matern,normal,3,2,151,150.9999997326237,0.006622516554019787,30.10662836524101,300,300,1.2090740767561512,"(0.1, 2.5)",844.9809568350186,0.1,0.24084703200787771,8.242099428010988,182.5701852669011
388,Matern,normal,3,2,161,160.99999939613102,0.006211180119976883,28.37952081206268,300,300,1.186568335004308,"(0.1, 2.5)",834.2741606348499,0.1,0.24084703200787771,8.242099428010988,191.03750121916175
389,Matern,normal,3,2,171,170.9999985577956,0.005847953207974837,28.379520812058395,300,300,1.164689402715361,"(0.1, 2.5)",824.2479649030158,0.1,0.24084703200787771,8.242099428010988,199.16188618460654
390,Matern,normal,3,2,181,180.99999783695162,0.005524861863956425,28.379520800324403,300,300,1.1481089582059512,"(0.1, 2.5)",814.030575025535,0.1,0.24084703200787771,8.242099428010988,207.80771895186194
391,Matern,normal,3,2,191,190.99999505923282,0.005235602070158669,28.37187026010383,300,300,1.128489946810796,"(0.1, 2.5)",803.5933700507776,0.1,0.24084703200787771,8.242099428010988,215.54157426525595
392,Matern,normal,3,2,201,200.99999124048813,0.004975124336470596,28.371869979387657,300,300,1.1149786807705746,"(0.1, 2.5)",793.48504834295,0.1,0.24084703200787771,8.242099428010988,224.1107050682165
393,Matern,normal,3,2,211,210.99997954309603,0.0047393364196442155,28.371711008811566,300,300,1.1035582944236977,"(0.1, 2.5)",782.6463466394148,0.1,0.24084703200787771,8.242099428010988,232.85077754801415
394,Matern,normal,3,2,221,220.99996056082048,0.00452488675171695,28.3715461900107,300,300,1.0936850926656045,"(0.1, 2.5)",771.7875839344013,0.1,0.24084703200787771,8.242099428010988,241.7043623450559
395,Matern,normal,3,2,231,230.9999227266398,0.004329004115348317,28.37154609379361,300,300,1.079479774355284,"(0.1, 2.5)",760.7695037490333,0.1,0.24084703200787771,8.242099428010988,249.35974446104115
396,Matern,normal,3,2,241,240.9999072931248,0.004149377250082353,28.371546093793206,300,300,1.0707439218178074,"(0.1, 2.5)",749.7073610458053,0.1,0.24084703200787771,8.242099428010988,258.0491858927685
397,Matern,normal,3,2,251,250.99988135833865,0.003984063259651051,28.371546074520893,300,300,1.0638285128474325,"(0.1, 2.5)",739.3530083364246,0.1,0.24084703200787771,8.242099428010988,267.02083051032344
398,Matern,normal,3,2,261,260.9997934236855,0.003831416947930967,28.371546074375736,300,300,1.0537244038491271,"(0.1, 2.5)",728.192909095596,0.1,0.24084703200787771,8.242099428010988,275.0218517301183
399,Matern,normal,3,2,271,270.99966160092424,0.00369003593907007,28.371199075338797,300,300,1.0459185875721855,"(0.1, 2.5)",717.8485617623364,0.1,0.24084703200787771,8.242099428010988,283.4435832941789
400,Matern,normal,3,2,281,280.99945743039535,0.003558717501788497,28.36356581916029,300,300,1.0400744803182747,"(0.1, 2.5)",707.1125125502424,0.1,0.24084703200787771,8.242099428010988,292.2603646566356
401,Matern,normal,3,2,291,290.9990885517719,0.003436424130830243,28.363559469108313,300,300,1.0313387842939068,"(0.1, 2.5)",697.0019633649664,0.1,0.24084703200787771,8.242099428010988,300.11864621761936
402,Matern,normal,3,2,299,298.99887993088413,0.003344479014286631,28.36355929078086,300,300,1.027325485778765,"(0.1, 2.5)",688.780905462329,0.1,0.24084703200787771,8.242099428010988,307.16916957230217
403,Matern,normal,3,3,1,1.0,1.0,31.114602571671014,300,300,2.7820026547571364,"(0.1, 2.5)",997.9597837216713,0.1,0.18141836400900502,8.370203390004463,2.7820026547571364
404,Matern,normal,3,3,11,11.0,0.09090909090909091,31.11459488881272,300,300,2.045625271449831,"(0.1, 2.5)",987.9349911587967,0.1,0.18141836400900502,8.370203390004463,22.50187798594814
405,Matern,normal,3,3,21,21.0,0.047619047619047616,31.114594882531783,300,300,1.897075467595931,"(0.1, 2.5)",977.7567496686485,0.1,0.18141836400900502,8.370203390004463,39.83858481951455
406,Matern,normal,3,3,31,30.999999999999996,0.03225806451612904,31.11459488253163,300,300,1.7729892268527325,"(0.1, 2.5)",967.2722934666884,0.1,0.18141836400900502,8.370203390004463,54.962666032434704
407,Matern,normal,3,3,41,41.0,0.024390243902439025,31.114594882531698,300,300,1.6500624089915932,"(0.1, 2.5)",957.2538481834375,0.1,0.18141836400900502,8.370203390004463,67.65255876865533
408,Matern,normal,3,3,51,51.00000000000001,0.019607843137254898,31.106979469564102,300,300,1.6061782503654505,"(0.1, 2.5)",947.1322931270831,0.1,0.18141836400900502,8.370203390004463,81.91509076863798
409,Matern,normal,3,3,61,60.99999999999999,0.01639344262295082,31.10697946956289,300,300,1.5391055053362876,"(0.1, 2.5)",937.1318502028478,0.1,0.18141836400900502,8.370203390004463,93.88543582551354
410,Matern,normal,3,3,71,70.99999999999974,0.014084507042253521,31.10697257335516,300,300,1.5104810190697007,"(0.1, 2.5)",926.9621630600202,0.1,0.18141836400900502,8.370203390004463,107.24415235394837
411,Matern,normal,3,3,81,80.99999999999854,0.012345679012345644,31.106972573353563,300,300,1.4506206590299549,"(0.1, 2.5)",916.4890601180985,0.1,0.18141836400900502,8.370203390004463,117.50027338142422
412,Matern,normal,3,3,91,90.99999999997928,0.010989010989010716,31.10696755667827,300,300,1.4208338966407492,"(0.1, 2.5)",905.9001155097458,0.1,0.18141836400900502,8.370203390004463,129.29588459427873
413,Matern,normal,3,3,101,100.99999999986153,0.009900990099008772,31.106967556236388,300,300,1.3854760419486298,"(0.1, 2.5)",895.8988704000341,0.1,0.18141836400900502,8.370203390004463,139.93308023661976
414,Matern,normal,3,3,111,110.99999999962571,0.009009009009004495,31.106967556232618,300,300,1.3568520780652764,"(0.1, 2.5)",885.8766383466899,0.1,0.18141836400900502,8.370203390004463,150.61058066473782
415,Matern,normal,3,3,121,120.99999999878196,0.008264462809904335,31.106941554048475,300,300,1.321856275006242,"(0.1, 2.5)",875.4831120930248,0.1,0.18141836400900502,8.370203390004463,159.9446092741452
416,Matern,normal,3,3,131,130.99999999629074,0.0076335877862265065,31.071277183930597,300,300,1.2895283028815778,"(0.1, 2.5)",864.9661031800734,0.1,0.18141836400900502,8.370203390004463,168.9282076727035
417,Matern,normal,3,3,141,140.9999999851044,0.007092198581473029,31.07127713090927,300,300,1.263109689918402,"(0.1, 2.5)",854.2919759581694,0.1,0.18141836400900502,8.370203390004463,178.09846625967992
418,Matern,normal,3,3,151,150.99999993446255,0.00662251655599104,31.071277130350367,300,300,1.2230001085020497,"(0.1, 2.5)",844.2014589687856,0.1,0.18141836400900502,8.370203390004463,184.6730163036572
419,Matern,normal,3,3,161,160.99999982721408,0.0062111801233498305,31.071008871176584,300,300,1.1965113439302153,"(0.1, 2.5)",833.5120686159737,0.1,0.18141836400900502,8.370203390004463,192.63832616602434
420,Matern,normal,3,3,171,170.99999954527138,0.005847953214091413,31.07100887094327,300,300,1.1664343763179206,"(0.1, 2.5)",823.0573363852052,0.1,0.18141836400900502,8.370203390004463,199.46027781995332
421,Matern,normal,3,3,181,180.99999912107177,0.005524861873929989,31.06347070284032,300,300,1.1464367532866186,"(0.1, 2.5)",812.804162086927,0.1,0.18141836400900502,8.370203390004463,207.50505133724235
422,Matern,normal,3,3,191,190.9999981203251,0.005235602085605282,31.06347069974078,300,300,1.131990290201211,"(0.1, 2.5)",801.7498804080094,0.1,0.18141836400900502,8.370203390004463,216.21014330065753
423,Matern,normal,3,3,201,200.99999675660797,0.004975124363431969,31.063470699740936,300,300,1.1172081554002595,"(0.1, 2.5)",791.4471787455353,0.1,0.18141836400900502,8.370203390004463,224.55883561190814
424,Matern,normal,3,3,211,210.99999012086803,0.00473933646563555,31.06347069890761,300,300,1.1051821015302983,"(0.1, 2.5)",781.2029982541741,0.1,0.18141836400900502,8.370203390004463,233.1934125046531
425,Matern,normal,3,3,221,220.99998169302734,0.004524886827230478,31.06343294090678,300,300,1.0926893166382068,"(0.1, 2.5)",771.0790187621758,0.1,0.18141836400900502,8.370203390004463,241.48431897321026
426,Matern,normal,3,3,231,230.99997367733823,0.004329004240765769,31.063432865945522,300,300,1.0849344718921223,"(0.1, 2.5)",760.80571989734,0.1,0.18141836400900502,8.370203390004463,250.6198344487171
427,Matern,normal,3,3,241,240.99994172797653,0.00414937744856548,29.366007059067833,300,300,1.0756277066600544,"(0.1, 2.5)",750.1573483406695,0.1,0.18141836400900502,8.370203390004463,259.22621462607015
428,Matern,normal,3,3,251,250.99988533092395,0.003984063494845647,29.36599837087259,300,300,1.0596682337290837,"(0.1, 2.5)",739.5183182311288,0.1,0.18141836400900502,8.370203390004463,265.9766051548227
429,Matern,normal,3,3,261,260.9997974996302,0.003831417196726553,29.365998366673605,300,300,1.0502519582026264,"(0.1, 2.5)",729.4465374249842,0.1,0.18141836400900502,8.370203390004463,274.11554841447554
430,Matern,normal,3,3,271,270.99964530416094,0.003690036194747219,29.36599818033408,300,300,1.0391327200506821,"(0.1, 2.5)",719.1252490882158,0.1,0.18141836400900502,8.370203390004463,281.60459855768283
431,Matern,normal,3,3,281,280.99949273885676,0.0035587177353329884,29.36598590609812,300,300,1.0299089852491219,"(0.1, 2.5)",708.0837759038677,0.1,0.18141836400900502,8.370203390004463,289.40390242219394
432,Matern,normal,3,3,291,290.99914968206946,0.00343642442028777,29.36598296859241,300,300,1.0260422107532463,"(0.1, 2.5)",697.399200594145,0.1,0.18141836400900502,8.370203390004463,298.57741086710536
433,Matern,normal,3,3,299,298.9985673937585,0.0033444792916787103,29.365982947663607,300,300,1.0207008904353614,"(0.1, 2.5)",688.7656487953877,0.1,0.18141836400900502,8.370203390004463,305.1881039777067
434,Matern,normal,3,4,1,1.0,1.0,31.356717183413796,300,300,2.60097356950672,"(0.1, 2.5)",997.6850115636112,0.1,0.18520993000129238,8.387155405987869,2.60097356950672
435,Matern,normal,3,4,11,11.0,0.09090909090909091,31.262557113570153,300,300,2.1206558076088733,"(0.1, 2.5)",987.3546765914979,0.1,0.18520993000129238,8.387155405987869,23.327213883697606
436,Matern,normal,3,4,21,21.0,0.047619047619047616,31.262557113570843,300,300,1.9332214913924501,"(0.1, 2.5)",976.844397543153,0.1,0.18520993000129238,8.387155405987869,40.59765131924145
437,Matern,normal,3,4,31,30.999999999999996,0.03225806451612904,31.262557113570697,300,300,1.788888314439569,"(0.1, 2.5)",966.7605596167971,0.1,0.18520993000129238,8.387155405987869,55.455537747626636
438,Matern,normal,3,4,41,41.0,0.024390243902439025,31.26255711341277,300,300,1.7117981330252914,"(0.1, 2.5)",956.3945862305832,0.1,0.18520993000129238,8.387155405987869,70.18372345403695
439,Matern,normal,3,4,51,51.00000000000001,0.019607843137254898,31.26255711341259,300,300,1.641080589039389,"(0.1, 2.5)",946.3943470168634,0.1,0.18520993000129238,8.387155405987869,83.69511004100885
