kernel,kernel_params,k,err_L,err_y,err_logdet,time,niter,N,r,err_dL1,err_dL2,err_trace1,err_trace2
SE,{'lengthscale': 0.2},0,0.10050731877466648,2.600989297381773e-12,0.021059611469568838,0.09244247499736957,77,1,53,0.10687346697715167,0.774120863286393,0.01677883458226656,0.5795929692707512
SE,{'lengthscale': 0.2},0,0.14603758179136775,2.600989297381773e-12,0.030599709254773285,0.10818228199786972,77,1,54,0.21557486966738867,0.0011396714159540972,0.033844649944928716,0.0008532847670155868
SE,{'lengthscale': 0.2},0,0.34016841085147687,2.6433379903732425e-13,0.07127654636588314,0.08078938099788502,82,1,55,0.42594945622232444,0.8132165885769819,0.06687287002571538,0.6088643771108985
SE,{'lengthscale': 0.2},0,0.08105003019897025,2.600989297381773e-12,0.01698266520683828,0.08931655100604985,77,1,56,0.09515265276928414,1.4651819918633815,0.014938699623368613,1.0969981839521799
SE,{'lengthscale': 0.2},0,0.07355156654612521,2.600989297381773e-12,0.015411488768417516,0.07590161400730722,77,1,57,0.1714458883861253,0.15330208633519757,0.02691652364618705,0.1147789907594054
SE,{'lengthscale': 0.2},0,0.09722948535081853,6.091276676439743e-13,0.02037279682552206,0.07661628599453252,80,1,58,0.06676952540355678,0.743479048412291,0.010482628229156615,0.5566510989377116
SE,{'lengthscale': 0.2},0,0.3784416888154632,2.6101969972791237e-13,0.07929606547567926,0.07743116799974814,83,1,59,0.4207893304137696,0.1933869760638583,0.066062744745657,0.14479099710550558
SE,{'lengthscale': 0.2},0,0.2683092268526299,2.6101969972791237e-13,0.056219667782450224,0.12943024199921638,83,1,60,0.3555917351109535,0.7485524525301303,0.0558269051337415,0.5604496134813999
SE,{'lengthscale': 0.2},0,0.23364552302363176,2.600989297381773e-12,0.04895647398089938,0.14538262398855295,77,1,61,0.26312929318293565,1.6656980442765932,0.04131056106759273,1.2471268004463925
SE,{'lengthscale': 0.2},0,0.010857179145026109,2.600989297381773e-12,0.002274938554100591,0.08601579099195078,77,1,62,0.03766100838478124,1.0111189972197598,0.005912672693818456,0.7570361292105985
SE,{'lengthscale': 0.2},0,0.3748556591001585,2.6433379903732425e-13,0.0785446735030009,0.13124472300114576,82,1,63,0.4566225696894144,0.2620438451117291,0.0716884628154314,0.1961951646957267
SE,{'lengthscale': 0.2},0,0.18088185863618578,2.6433379903732425e-13,0.037900739082615306,0.08835177999571897,82,1,64,0.24858790102878134,0.07120849499811945,0.03902760328161216,0.05331459854681303
SE,{'lengthscale': 0.2},0,0.07764371319080166,2.6101969972791237e-13,0.01626892899729135,0.0941767660115147,83,1,65,0.06811998040156991,1.328140462489638,0.010694645876414043,0.9943936544918408
SE,{'lengthscale': 0.2},0,0.13805592512404696,2.600989297381773e-12,0.02892728787942924,0.1385201349912677,77,1,66,0.22444546867005088,0.22702293776645496,0.03523730911021155,0.16997461873638556
SE,{'lengthscale': 0.2},0,0.2842902402398574,2.600989297381773e-12,0.05956821928027467,0.11690597501001321,77,1,67,0.40300013479824415,0.015312439742614547,0.06326989092490376,0.01146459530751839
SE,{'lengthscale': 0.2},0,0.009367156726562544,2.397388434620396e-13,0.0019627295170249136,0.08402146201115102,84,1,68,0.04063982855373811,0.5019930606451535,0.006380339106063581,0.3758478325165919
SE,{'lengthscale': 0.2},0,0.4713449238531531,2.600989297381773e-12,0.09876236960171472,0.11861447800765745,77,1,69,0.6234544055942693,0.009375809708184997,0.0978805931624502,0.007019773843198682
SE,{'lengthscale': 0.2},0,0.20031986410671812,6.091276676439743e-13,0.04197364489627145,0.15861799698905088,80,1,70,0.25617523375874335,0.6206099390631565,0.04021879324107682,0.4646576192413882
SE,{'lengthscale': 0.2},0,0.20165626014993215,2.6101969972791237e-13,0.0422536641205732,0.2637967169866897,83,1,71,0.2617116152590504,0.6116155706067219,0.041087989609508595,0.4579234347392004
SE,{'lengthscale': 0.2},0,0.32794833972642984,2.6433379903732425e-13,0.0687160368113344,0.08681695400446188,82,1,72,0.37062137363571745,0.896276691371774,0.05818651623059288,0.6710524072869122
SE,{'lengthscale': 0.2},0,0.15406169750790102,2.397388434620396e-13,0.03228102720691171,0.07854537000821438,84,1,73,0.21729240431854435,0.5976234177559668,0.03411429806823111,0.4474473530293344
SE,{'lengthscale': 0.2},0,0.26558005491324554,2.600989297381773e-12,0.05564781588770728,0.0770782260078704,77,1,74,0.44862784783362303,0.7203251313224934,0.07043331390575708,0.5393155016261517
SE,{'lengthscale': 0.2},0,0.036558162534278085,2.6101969972791237e-13,0.007660145633171101,0.07690168400586117,83,1,75,0.03633667148111918,0.943554754461495,0.005704755514128782,0.7064500231733554
SE,{'lengthscale': 0.2},0,0.0564132566467453,2.600989297381773e-12,0.01182044532873338,0.07660877400485333,77,1,76,0.08271716573678926,0.11761166132283277,0.012986363035347635,0.08805716941537153
SE,{'lengthscale': 0.2},0,0.32880617570794146,6.091276676439743e-13,0.06889578185573449,0.10393261800345499,80,1,77,0.48811030807784733,0.30618991142134744,0.07663194943313809,0.2292478194790592
SE,{'lengthscale': 0.2},0,0.12213132252012777,2.6433379903732425e-13,0.025590556308692582,0.10608836601022631,82,1,78,0.10110193421895156,0.2846779060850385,0.015872720125844845,0.21314153990446139
SE,{'lengthscale': 0.2},0,0.19759995571563976,2.600989297381773e-12,0.04140373402164912,0.07811635899997782,77,1,79,0.2598615487769838,0.00312814521120533,0.04079753436044767,0.0023420773896564457
SE,{'lengthscale': 0.2},0,0.1516139177355508,2.600989297381773e-12,0.031768136289142525,0.07904244800738525,77,1,80,0.1835802265442635,0.29287713198869325,0.028821580705523212,0.2192803922639438
SE,{'lengthscale': 0.2},0,0.04959357906112758,2.600989297381773e-12,0.010391497048630247,0.14888537899241783,77,1,81,0.04985813113247663,0.21603970580088386,0.007827586757634248,0.16175134982577258
SE,{'lengthscale': 0.2},0,0.25385742260019867,2.600989297381773e-12,0.05319153623640284,0.0981267679890152,77,1,82,0.3687830648627971,0.5355969084468761,0.057897906908893876,0.401007410110674
SE,{'lengthscale': 0.2},0,0.0869817970268619,2.6433379903732425e-13,0.018225566781039704,0.10786672600079328,82,1,83,0.1693360798824747,0.5441404851099221,0.026585289628200937,0.40740408174303633
SE,{'lengthscale': 0.2},0,0.045087063936661155,2.397388434620396e-13,0.00944723290189814,0.07950433899532072,84,1,84,0.08166870949453606,0.3641005761654859,0.01282175834577179,0.27260618342796156
SE,{'lengthscale': 0.2},0,0.012043419395391167,2.397388434620396e-13,0.0025234951675562373,0.08605926200107206,84,1,85,0.04318005325693093,0.15032027381384513,0.006779147260249972,0.11254647429491034
SE,{'lengthscale': 0.2},0,0.0469421263986895,2.6101969972791237e-13,0.009835929915988625,0.08387210499495268,83,1,86,0.031529822201966644,0.1987169521514707,0.004950093658401019,0.14878160995844325
SE,{'lengthscale': 0.2},0,0.2232159135908184,2.397388434620396e-13,0.04677112543999622,0.09284408600069582,84,1,87,0.32721552680830973,0.6337254492701125,0.05137192001303281,0.4744773487765421
SE,{'lengthscale': 0.2},0,0.13622863585771025,2.397388434620396e-13,0.028544410269511555,0.12262910499703139,84,1,88,0.18278378377884721,2.297066096497257,0.0286965414250248,1.719839139622468
SE,{'lengthscale': 0.2},0,0.00582144724749544,7.380494660491175e-13,0.0012197859689980182,0.08521058800397441,78,1,89,0.07542051080583315,0.5370413547554043,0.011840808675100947,0.40208888325594144
SE,{'lengthscale': 0.2},0,0.3828406814462983,2.600989297381773e-12,0.08021780009951117,0.09018688699870836,77,1,90,0.47592156681694164,0.38690881170795377,0.07471835123924217,0.28968296508901686
SE,{'lengthscale': 0.2},0,0.29922506851913716,6.091276676439743e-13,0.06269756035474303,0.6417666000052122,80,1,91,0.3818924795440708,0.7919082666640377,0.05995604824770111,0.5929105975989368
SE,{'lengthscale': 0.2},0,0.15536555823802572,2.6433379903732425e-13,0.032554229205743274,0.42734599400137085,82,1,92,0.2184055696903246,0.8724944403998626,0.03428906190965846,0.6532463693544863
SE,{'lengthscale': 0.2},0,0.0362023169076651,6.091276676439743e-13,0.007585584190966187,0.26726137100195047,80,1,93,0.005488338520281074,0.2807375739434284,0.0008616537553030283,0.21019136905468402
SE,{'lengthscale': 0.2},0,0.13373126845220445,2.6101969972791237e-13,0.028021129100557332,0.2649821719969623,83,1,94,0.2130565859532395,1.6547986913386785,0.03344928646448675,1.2389663327056335
SE,{'lengthscale': 0.2},0,0.2705092443779025,2.600989297381773e-12,0.056680644305091274,0.16642376100935508,77,1,95,0.40287631176176686,0.37296343862902326,0.06325045105544606,0.27924190791989356
SE,{'lengthscale': 0.2},0,0.1920113013245055,2.600989297381773e-12,0.04023272586473215,0.07636160700349137,77,1,96,0.2886757465071815,0.5593355753259783,0.045321282592916345,0.41878081614518153
SE,{'lengthscale': 0.2},0,0.23686374153460937,2.600989297381773e-12,0.04963079732661802,0.07651439499750268,77,1,97,0.24704212762688438,0.15743076017041832,0.03878492119272939,0.11787017514777663
SE,{'lengthscale': 0.2},0,0.05224609070666971,6.091276676439743e-13,0.010947286073295684,0.07676486799027771,80,1,98,0.03193403685123611,0.40936963913283353,0.005013554224691429,0.30649963839904093
SE,{'lengthscale': 0.2},0,0.29669698897616065,2.6433379903732425e-13,0.062167843975996735,0.11729302800085861,82,1,99,0.45939973924766003,0.40145946717848646,0.07212447064733717,0.3005772039722154
SE,{'lengthscale': 0.2},10,0.027051705237755116,2.9388472050853967e-12,0.005668228033944595,0.38199842399626505,34,1,0,0.1689079468027067,0.13504506443562492,0.02651807393540929,0.10110975377592323
SE,{'lengthscale': 0.2},10,0.010584964238697479,2.9388472050853967e-12,0.0022179005171481404,0.5776990890008165,34,1,1,0.2067518695680331,0.42534030381305576,0.032459463673963775,0.3184570540994107
SE,{'lengthscale': 0.2},10,0.021110411849070476,7.133984720018692e-13,0.004423330329822791,0.38126894501328934,35,1,2,0.10310700281940609,0.29690003002234033,0.016187510272771537,0.22229238112053715
SE,{'lengthscale': 0.2},10,0.04611066135254455,7.133984720018692e-13,0.009661710455809741,0.38074748699727934,35,1,3,0.1067699201975992,0.7456306191824739,0.016762578028272992,0.558262004093252
SE,{'lengthscale': 0.2},10,0.001479350346543473,3.1609505870319486e-13,0.0003099728846168816,0.3863560809986666,36,1,4,0.3167269200509401,0.9035933314177954,0.04972523816806398,0.6765304577191014
SE,{'lengthscale': 0.2},10,0.01725149921905672,2.9388472050853967e-12,0.0036147603503053198,0.3763577619974967,34,1,5,0.12395776084426162,1.5523838253620237,0.01946102080546745,1.1622871743397951
SE,{'lengthscale': 0.2},10,0.027896732200509283,3.1609505870319486e-13,0.0058452891647681115,0.3987486210098723,36,1,6,0.27927298487217794,0.42380911587258246,0.0438450753868352,0.3173106365194283
SE,{'lengthscale': 0.2},10,0.047102920480783676,2.9388472050853967e-12,0.009869621600691656,0.3689232559991069,34,1,7,0.3905706444500656,0.036279202834052705,0.061318495799509605,0.027162645902471572
SE,{'lengthscale': 0.2},10,0.0386708546303491,7.133984720018692e-13,0.00810282458671803,0.5045897230011178,35,1,8,0.392416843616638,0.3912859254008411,0.06160834389086916,0.2929601591822211
SE,{'lengthscale': 0.2},10,0.03765249208970921,2.9388472050853967e-12,0.007889443912530441,0.3896786319965031,34,1,9,0.05940516368662771,0.6568046135189829,0.00932644409339334,0.4917569777999296
SE,{'lengthscale': 0.2},10,0.020007087638573576,7.133984720018692e-13,0.004192147372366635,0.37170497300394345,35,1,10,0.09485117036965632,0.49797140631525416,0.014891367732145718,0.37283677482940447
SE,{'lengthscale': 0.2},10,0.04421130484981286,2.9388472050853967e-12,0.009263732373444489,0.3723372110107448,34,1,11,0.11215747093313666,0.39936170145160843,0.017608408384052532,0.2990065832566065
SE,{'lengthscale': 0.2},10,0.060941339414240236,3.051129588312568e-13,0.012769228610866643,0.3752336839970667,37,1,12,0.44293945488049313,0.20288832420700104,0.0695402521655631,0.15190476298256422
SE,{'lengthscale': 0.2},10,0.05467474986612304,2.9388472050853967e-12,0.011456170589518285,0.37601589199039154,34,1,13,0.2098639249832524,0.20844393813303927,0.032948047646204265,0.15606431341717777
SE,{'lengthscale': 0.2},10,0.06061509560304997,2.9388472050853967e-12,0.012700869729215298,0.3718732870038366,34,1,14,0.08536503557932892,0.6481128248147396,0.013402071174521357,0.4852493381458061
SE,{'lengthscale': 0.2},10,0.011551220332050896,2.9388472050853967e-12,0.0024203631651842313,0.3752079799887724,34,1,15,0.02101479316018287,0.3778191298905808,0.0032992635888892865,0.28287741840318936
SE,{'lengthscale': 0.2},10,0.043451984982797905,2.9388472050853967e-12,0.009104629717285581,0.3727434939937666,34,1,16,0.41226499685156176,0.06119964937233779,0.06472444828341198,0.045820863612425565
SE,{'lengthscale': 0.2},10,0.06312937120447289,2.9388472050853967e-12,0.013227693725133494,0.38569083900074475,34,1,17,0.21746002722426225,0.6659594053952314,0.034140614394311465,0.4986112731103964
SE,{'lengthscale': 0.2},10,0.03093549169447427,3.1609505870319486e-13,0.006482009903840269,0.37140509000164457,36,1,18,0.27470574837709705,0.5910499993050193,0.043128032066200396,0.44252576093870083
SE,{'lengthscale': 0.2},10,0.04331204707323877,2.9388472050853967e-12,0.009075308091347213,0.3707914339902345,34,1,19,0.08646334806681497,0.3127201022838572,0.013574503154756773,0.23413704658709214
SE,{'lengthscale': 0.2},10,0.015797375257986433,2.9388472050853967e-12,0.003310073228764473,0.37020764900080394,34,1,20,0.16006860594909483,0.8337687258994586,0.02513032221186198,0.6242519927382562
SE,{'lengthscale': 0.2},10,0.023360272368412892,7.133984720018692e-13,0.004894750610213522,0.3736915310000768,35,1,21,0.03161939232175617,0.03936872311151468,0.004964155915997811,0.029475804372094044
SE,{'lengthscale': 0.2},10,0.05256221932636919,2.9388472050853967e-12,0.011013525487378432,0.3688804080011323,34,1,22,0.04147595175809619,0.06341380851944041,0.006511608104180651,0.04747862938953908
SE,{'lengthscale': 0.2},10,0.05515549029634946,2.9388472050853967e-12,0.011556901628826773,0.374574005996692,34,1,23,0.10055222561028199,0.48379433528583643,0.01578641741598163,0.3622222428060435
SE,{'lengthscale': 0.2},10,0.03378348498588119,2.9388472050853967e-12,0.007078758806480656,0.37107212300179526,34,1,24,0.3501925996831799,0.0029081413762264544,0.054979256013778524,0.0021773580501699757
SE,{'lengthscale': 0.2},10,0.05823587707171853,7.133984720018692e-13,0.012202344661769622,0.38467190200753976,35,1,25,0.3483989416461979,0.6110531084832207,0.05469765673239688,0.4575023130444922
SE,{'lengthscale': 0.2},10,0.005462986826882625,2.9388472050853967e-12,0.0011446766408543848,0.4267950860084966,34,1,26,0.06687921014795735,0.09578534098809709,0.010499848426419246,0.07171555868159606
SE,{'lengthscale': 0.2},10,0.01507658118125929,2.9388472050853967e-12,0.0031590430014338455,0.4364632139913738,34,1,27,0.04597850529045258,0.46140800947110466,0.007218496381075013,0.3454613496926876
SE,{'lengthscale': 0.2},10,0.17187761623081005,3.1609505870319486e-13,0.03601405213337344,0.3939153940009419,36,1,28,0.3344621269228246,0.0637861101784429,0.05250961590747677,0.04775737581792319
SE,{'lengthscale': 0.2},10,0.02574138372047973,2.9388472050853967e-12,0.005393672286284152,1.210183066999889,34,1,29,0.4064684582078525,0.7923521186468148,0.06381440797307963,0.5932429145527836
SE,{'lengthscale': 0.2},10,0.010397803124994017,7.133984720018692e-13,0.0021786840661973633,0.900306121999165,35,1,30,0.21786658829047717,0.15541266595576794,0.034204443341483266,0.1163592053869914
SE,{'lengthscale': 0.2},10,0.07317176179019547,7.133984720018692e-13,0.015331907095256421,2.0858686989959097,35,1,31,0.07952848059585588,0.7430603848125722,0.012485748411075687,0.5563376408047506
SE,{'lengthscale': 0.2},10,0.03637942661976936,2.9388472050853967e-12,0.007622694540453719,1.9220395120064495,34,1,32,0.02755882336490056,1.3115625570185958,0.004326657977883085,0.9819815908081007
SE,{'lengthscale': 0.2},10,0.05978286544350496,2.9388472050853967e-12,0.012526489952454378,0.5606746959965676,34,1,33,0.12152056240708527,0.9478355068871391,0.019078387486102206,0.7096550705045155
SE,{'lengthscale': 0.2},10,0.03273925036854863,2.9388472050853967e-12,0.006859957075500237,0.6599128470115829,34,1,34,0.12874299085025812,0.17220742431066108,0.020212288495924286,0.1289336292587028
SE,{'lengthscale': 0.2},10,0.030439721554740215,2.9388472050853967e-12,0.006378129642709439,1.7800247800041689,34,1,35,0.036780464774866316,0.21369946809076898,0.005774429816592767,0.15999918761803186
SE,{'lengthscale': 0.2},10,0.025215486695522482,2.9388472050853967e-12,0.005283479445069952,0.4107617859990569,34,1,36,0.24820670903116118,0.057990756842159034,0.0389677572070686,0.043418329799114724
SE,{'lengthscale': 0.2},10,0.013233094424973177,2.9388472050853967e-12,0.0027727714809863448,0.4462113560002763,34,1,37,0.0919884094876502,0.7820778493288822,0.014441922302472302,0.5855504539308924
SE,{'lengthscale': 0.2},10,0.10732218979075103,2.9388472050853967e-12,0.02248755261417827,0.41029536399582867,34,1,38,0.4599447139516046,0.3208887016117518,0.07221003014743273,0.24025296848949262
SE,{'lengthscale': 0.2},10,0.00043909111687896876,7.133984720018692e-13,9.200412898090135e-05,0.3807222629984608,35,1,39,0.2578737429277288,0.4002511251257202,0.04048545441704309,0.2996725047280868
